Tweet #,Angry,Bored,Excited,Fear,Happy,Negative,Neutral,Positive,Sad,Sarcastic
250,0.222374597,0.100603085,0.133038466,0.22207445,0.105690299,0.581,0.35,0.068,0.216219103,0.557679891
251,0.187429255,0.221625759,0.117782192,0.218022182,0.035871418,0.674,0.283,0.043,0.219269193,0.723198947
252,0.271447343,0.169597964,0.158415627,0.19197475,0.058823366,0.696,0.244,0.06,0.14974095,0.480156016
253,0.177947986,0.040715415,0.300976476,0.171366943,0.243410611,0.403,0.338,0.258,0.065582569,0.283044394
254,0.548688505,0.037144041,0.08890807,0.0797376,0.08701781,0.842,0.107,0.052,0.158503974,0.430967202
255,0.3332568,0.037704103,0.290540314,0.093318116,0.180836539,0.292,0.311,0.396,0.064344128,0.237292783
256,0.338187882,0.08218396,0.171435546,0.13754708,0.088249351,0.865,0.115,0.02,0.182396182,0.458824818
257,0.249529287,0.225481868,0.121411774,0.121396203,0.158185342,0.584,0.286,0.131,0.123995526,0.615609649
258,0.13765269,0.087961341,0.246987015,0.229902978,0.131452731,0.251,0.504,0.245,0.166043244,0.542717158
259,0.206926375,0,0.201764171,0.346782128,0.116929238,0.333,0.39,0.277,0.127598088,0.391185356
260,0.123077876,0.059997692,0.138280932,0.405307372,0.107531254,0.461,0.429,0.11,0.165804875,0.454068563
261,0.399716248,0.060736035,0.178298363,0.094879122,0.195835219,0.587,0.257,0.156,0.070535014,0.231991715
262,0.117539487,0.098817704,0.284615362,0.213383772,0.1451686,0.144,0.658,0.198,0.140475076,0.35638143
263,0.247021689,0.191931345,0.153397425,0.169327441,0.075366582,0.547,0.347,0.106,0.162955519,0.623013801
264,0.226763033,0.0762862,0.090763361,0.3405076,0.079663195,0.782,0.166,0.052,0.186016613,0.517161944
265,0.458499835,0.278690951,0.044615868,0.062156004,0.05177587,0.974,0.023,0.003,0.104261472,0.600948981
266,0.477245114,0.058087403,0.145233806,0.094476171,0.133228914,0.919,0.057,0.024,0.091728592,0.541282153
267,0.151137133,0.168895755,0.181554568,0.243377808,0.056218118,0.405,0.375,0.22,0.198816619,0.658214313
268,0.38420439,0.020086045,0.224016186,0.125115676,0.162453717,0.692,0.202,0.106,0.084123987,0.341189175
269,0.393620102,0.143253841,0.087725526,0.159989747,0.059253339,0.826,0.138,0.036,0.156157444,0.558125543
270,0.270875043,0.073587214,0.187136749,0.195238918,0.088944992,0.593,0.328,0.078,0.184217084,0.607094188
271,0.306080676,0.08043796,0.155735189,0.156000472,0.164734966,0.888,0.092,0.02,0.137010737,0.595226112
272,0.373048926,0.06112098,0.048146757,0.199709375,0.032819723,0.907,0.082,0.011,0.285154239,0.585652302
273,0.180924227,0.191083873,0.1838166,0.139225992,0.162678542,0.307,0.502,0.191,0.142270765,0.54298677
274,0.118971924,0,0.210940031,0.161521095,0.296814726,0.202,0.375,0.423,0.211752224,0.361448266
275,0.437427665,0.102258444,0.078317971,0.139430196,0.052726851,0.821,0.147,0.032,0.189838872,0.658009788
276,0.24284721,0.043627361,0.125896371,0.261877555,0.057945244,0.879,0.102,0.019,0.267806258,0.634668224
277,0.180771422,0.02471065,0.323088106,0.126169694,0.290267957,0.571,0.156,0.274,0.054992171,0.175512728
278,0.312920008,0.06477643,0.176941865,0.166922997,0.122940981,0.648,0.206,0.146,0.155497719,0.482023776
279,0.273996146,0.228137489,0.115435504,0.12877804,0.065472582,0.846,0.098,0.056,0.188180238,0.556975866
280,0.133137256,0.100063674,0.183978804,0.170393408,0.271590142,0.443,0.412,0.145,0.140836715,0.406272675
281,0.107978959,0,0.271147102,0.301392732,0.211073087,0.262,0.466,0.271,0.108408121,0.419055013
282,0.11085663,0.027469205,0.254794477,0.123918419,0.398363816,0.281,0.338,0.381,0.084597453,0.210207055
283,0.306207352,0.067769908,0.154596088,0.187562552,0.088956856,0.238,0.419,0.343,0.194907244,0.545878338
284,0.087419503,0.043246592,0.333052951,0.168129792,0.327891252,0.03,0.216,0.754,0.04025991,0.52060888
285,0.239152173,0.081389238,0.100146679,0.166307827,0.072569572,0.832,0.125,0.044,0.340434511,0.489057267
286,0.331469073,0.045866793,0.179131244,0.192870993,0.156676432,0.676,0.246,0.078,0.093985465,0.442805079
287,0.1964524,0.095758405,0.139745291,0.222159002,0.136524063,0.72,0.197,0.083,0.209360838,0.506476592
288,0.24477038,0.073006101,0.149311903,0.231605126,0.122537345,0.312,0.559,0.129,0.178769145,0.549090904
289,0.191960911,0.058707008,0.074163165,0.246065406,0.049679974,0.718,0.226,0.055,0.379423535,0.595821088
290,0.361802684,0.059313442,0.141481007,0.191623721,0.095369089,0.631,0.21,0.159,0.150410057,0.430640432
291,0.238442713,0.04458284,0.090282487,0.335158053,0.066471413,0.876,0.108,0.016,0.225062494,0.685743944
292,0.273723871,0.119240597,0.113894411,0.227582708,0.098477173,0.744,0.129,0.127,0.16708124,0.555944007
293,0.607064483,0.036943455,0.043968984,0.161769441,0.042971794,0.765,0.202,0.034,0.107281843,0.455974431
294,0.212635589,0.201703429,0.142781954,0.186895513,0.107024148,0.533,0.279,0.188,0.148959367,0.513652233
295,0.280836203,0.056575135,0.106650641,0.13880677,0.141844503,0.827,0.142,0.031,0.27528675,0.585242427
296,0.288270362,0.096796084,0.0925452,0.173635562,0.098294072,0.753,0.188,0.06,0.25045872,0.61152925
297,0.210686348,0.10342079,0.175670551,0.25652491,0.068953682,0.188,0.585,0.227,0.184743719,0.599438413
298,0.448406782,0.051046908,0.132384093,0.157000525,0.06665586,0.91,0.074,0.016,0.144505831,0.470770642
299,0.420149047,0.043154935,0.034895991,0.271390655,0.018691279,0.951,0.045,0.004,0.211718093,0.566217709
300,0.347026094,0.074006973,0.0497185,0.151835633,0.028150062,0.959,0.037,0.005,0.349262738,0.499698325
301,0.357478793,0.046743311,0.025222893,0.19887649,0.016990736,0.814,0.167,0.019,0.354687777,0.418059515
302,0.235537967,0.158065937,0.181108369,0.170073892,0.083322854,0.39,0.426,0.184,0.171890982,0.551562045
303,0.140703419,0.013250292,0.121255094,0.324361292,0.080941551,0.348,0.368,0.284,0.319488352,0.327980505
304,0.531764498,0.050851955,0.027125091,0.103999159,0.022111905,0.841,0.109,0.05,0.264147392,0.698073797
305,0.225733918,0.530361931,0.048659641,0.067221262,0.07313714,0.895,0.077,0.028,0.054886109,0.528698335
306,0.178518744,0.038326277,0.285567038,0.204241329,0.19501114,0.082,0.488,0.43,0.098335472,0.34485725
307,0.35324809,0.217419835,0.051302905,0.119945731,0.03988651,0.743,0.225,0.032,0.218196929,0.77692296
308,0.114953013,0.074574606,0.214877714,0.259777561,0.186819162,0.232,0.633,0.136,0.148997944,0.574145358
309,0.300355332,0.061777932,0.298641263,0.125181757,0.135582425,0.453,0.413,0.134,0.078461292,0.646662694
310,0.230414212,0.06140556,0.347453705,0.11393917,0.204871667,0.243,0.508,0.249,0.041915687,0.421019538
311,0.262558244,0.137313529,0.126017467,0.188669144,0.077087573,0.523,0.372,0.105,0.208354043,0.626416568
312,0.553594875,0.017794873,0.091457479,0.161307621,0.043134185,0.903,0.064,0.033,0.132710967,0.39898199
313,0.098228305,0.678721795,0.035752664,0.066197442,0.020629372,0.648,0.286,0.067,0.100470421,0.703435901
314,0.170341506,0.033363389,0.052805883,0.479797463,0.033956848,0.834,0.15,0.015,0.22973491,0.486671456
315,0.34229856,0.104951179,0.21394227,0.1302494,0.096923255,0.604,0.285,0.111,0.111635336,0.588980279
316,0.595631989,0.140465603,0.039400999,0.06774577,0.026458292,0.822,0.156,0.022,0.130297348,0.627878186
317,0.547167012,0.170079098,0.052342951,0.093498156,0.034022592,0.972,0.024,0.004,0.102890191,0.484022886
318,0.168471735,0,0.296230534,0.200127081,0.247821241,0.229,0.317,0.454,0.08734941,0.42550885
319,0.57336619,0.131149383,0.026921893,0.077838715,0.031493034,0.968,0.024,0.008,0.159230786,0.698109625
320,0.171708268,0.405405073,0.074640369,0.120728799,0.063522115,0.731,0.184,0.086,0.163995376,0.718367569
321,0.033153027,0.024956511,0.25403665,0.063082952,0.492280689,0.24,0.635,0.125,0.132490171,0.08002106
322,0.361096234,0.106129408,0.115912544,0.192477219,0.057573919,0.447,0.4,0.153,0.166810676,0.53329625
323,0.457930909,0.072422924,0.08492873,0.108567755,0.114079027,0.924,0.061,0.015,0.162070655,0.718077963
324,0.328354753,0.115229696,0.175879738,0.177440477,0.07214546,0.914,0.068,0.017,0.130949876,0.50608963
325,0.141291529,0.108456241,0.194220479,0.250331543,0.157084284,0.308,0.329,0.363,0.148615925,0.630062025
326,0.349387059,0.138120369,0.076014245,0.198199064,0.020443276,0.97,0.027,0.003,0.217835987,0.607090024
327,0.509455748,0.129674326,0.063804714,0.110395401,0.024864033,0.911,0.07,0.019,0.161805778,0.627052058
328,0.169780463,0.127376152,0.255894052,0.177677026,0.083460136,0.697,0.185,0.117,0.185812172,0.595958849
329,0.103961133,0.076735693,0.290414431,0.147358555,0.293200323,0.062,0.134,0.804,0.088329865,0.389368114
330,0.275418308,0.055127102,0.134433919,0.206582346,0.14147036,0.634,0.233,0.133,0.186967966,0.440202028
331,0.185259412,0.05410805,0.171672946,0.269276476,0.095222217,0.416,0.451,0.133,0.224460899,0.666800845
332,0.392788412,0.096190139,0.061141265,0.154220464,0.092471617,0.698,0.247,0.055,0.203188104,0.620930502
333,0.414864154,0.046637055,0.137906774,0.177716119,0.065986943,0.877,0.1,0.023,0.156888956,0.402892093
334,0.428266428,0.117050444,0.074964122,0.150693204,0.059779485,0.859,0.119,0.021,0.169246318,0.652047681
335,0.417953992,0.052499586,0.150390322,0.09544528,0.18974812,0.745,0.193,0.062,0.093962701,0.534769116
336,0.207079076,0.14812601,0.114076699,0.223162342,0.04614303,0.556,0.39,0.054,0.261412844,0.708456102
337,0.353122854,0.075614214,0.16395997,0.173298801,0.116626323,0.442,0.296,0.262,0.117377838,0.397090683
338,0.130758573,0.216149413,0.091694607,0.296173354,0.054885069,0.87,0.11,0.02,0.210338985,0.643419405
339,0.30414149,0.319441687,0.058701247,0.13767077,0.059140325,0.753,0.192,0.054,0.120904482,0.573990092
340,0.274883447,0.12093007,0.142729061,0.201467832,0.09031401,0.8,0.153,0.048,0.169675579,0.512441375
341,0.661321858,0.045004943,0.048138962,0.082664124,0.040206801,0.758,0.185,0.056,0.122663313,0.537073631
342,0.16745832,0.046550837,0.266109325,0.175510541,0.239743001,0.159,0.282,0.559,0.104627976,0.447930157
343,0.200490518,0.195881991,0.232090086,0.093175932,0.229914647,0.522,0.264,0.214,0.048446825,0.371432785
344,0.160088959,0.042390489,0.153696312,0.26284134,0.204004659,0.517,0.363,0.12,0.176978242,0.522352301
345,0.273907987,0.061382746,0.20311375,0.211751827,0.082487598,0.636,0.206,0.159,0.167356092,0.498564308
346,0.577352251,0.029240473,0.047909914,0.114579285,0.050850283,0.875,0.117,0.008,0.180067794,0.661344596
347,0.386635056,0.099079272,0.085100267,0.1747725,0.054967796,0.887,0.089,0.024,0.199445108,0.630510827
348,0.462938634,0.042461722,0.23528377,0.068442521,0.143796456,0.849,0.098,0.053,0.047076898,0.33977037
349,0.634367046,0.028222703,0.033414406,0.132909349,0.028565211,0.91,0.078,0.012,0.142521284,0.559540358
350,0.263470372,0.041461615,0.04692119,0.128978801,0.098089968,0.701,0.268,0.03,0.421078055,0.417076372
351,0.200375195,0.326328824,0.12225722,0.142857543,0.064410079,0.566,0.306,0.128,0.143771139,0.617296946
352,0.258957786,0.082375753,0.185646085,0.16478861,0.169688143,0.736,0.208,0.056,0.138543624,0.602798971
353,0.187805635,0.248334494,0.093304386,0.161367394,0.097560384,0.674,0.252,0.073,0.211627707,0.650248375
354,0.060340848,0.050247845,0.085400553,0.465477197,0.075428725,0.342,0.629,0.029,0.263104833,0.626381067
355,0.125848659,0.100829359,0.200086776,0.234461709,0.127494589,0.235,0.524,0.241,0.211278907,0.566525568
356,0.101799296,0.044467348,0.17407112,0.354340909,0.120251117,0.608,0.28,0.111,0.20507021,0.46171127
357,0.223440841,0.190333859,0.13939159,0.20551392,0.066328447,0.863,0.095,0.042,0.174991344,0.579824593
358,0.650706437,0.013300766,0.080298232,0.093821274,0.045700259,0.632,0.201,0.167,0.116173032,0.417366962
359,0.376296964,0.101011176,0.053109463,0.192396073,0.049690434,0.712,0.246,0.042,0.22749589,0.648805707
360,0.25264859,0.213067947,0.100520684,0.140971157,0.054188854,0.883,0.103,0.014,0.238602768,0.718210533
361,0.141948302,0.1056055,0.211608866,0.255902611,0.099462877,0.167,0.486,0.347,0.185471845,0.600797362
362,0.158077583,0.066735961,0.288141865,0.194536025,0.191001298,0.463,0.305,0.231,0.101507268,0.36952053
363,0.269645541,0.198010828,0.081664051,0.158183563,0.055949886,0.821,0.151,0.028,0.236546131,0.665626622
364,0.100138443,0.012806026,0.106582531,0.57301283,0.038015958,0.516,0.423,0.061,0.169444213,0.457046594
365,0.410529637,0.161535969,0.094866911,0.090707544,0.134233938,0.832,0.115,0.053,0.108126001,0.570233323
366,0.399963414,0.083277309,0.150222398,0.150049819,0.059100509,0.89,0.083,0.027,0.157386552,0.457840524
367,0.262445716,0.056163312,0.137889543,0.18620786,0.10007845,0.62,0.315,0.065,0.257215118,0.595713831
368,0.624986546,0.200473281,0.042593598,0.03718067,0.025269433,0.893,0.07,0.037,0.069496471,0.492953642
369,0.48398626,0.207806123,0.043824934,0.09630012,0.057571928,0.941,0.047,0.012,0.110510636,0.598731044
370,0.322267058,0.061215674,0.143247778,0.20700085,0.08764279,0.376,0.364,0.26,0.178625849,0.533054804
371,0.503917624,0.007507041,0.04268905,0.289971136,0.030349518,0.958,0.038,0.004,0.125565631,0.421376895
372,0.167351945,0.070149194,0.235795481,0.164566485,0.230145523,0.165,0.447,0.388,0.131991372,0.347340513
373,0.28473474,0.074434541,0.068476471,0.331624759,0.046163609,0.806,0.176,0.018,0.19456588,0.657180996
374,0.097521515,0.145674767,0.425726128,0.128490885,0.139277861,0.137,0.313,0.55,0.063308844,0.367510851
375,0.138260926,0.095169832,0.339112703,0.201913954,0.136199939,0.172,0.409,0.419,0.089342646,0.438562291
376,0.765482224,0.043890869,0.027919253,0.041433192,0.039157359,0.971,0.023,0.006,0.082117103,0.412125245
377,0.628993476,0.088867462,0.02974285,0.096074133,0.026046621,0.853,0.126,0.021,0.130275459,0.53880165
378,0.38790974,0.108186414,0.082539527,0.130920275,0.067348869,0.934,0.055,0.011,0.223095176,0.667650103
379,0.124294059,0.125504553,0.292164419,0.174540078,0.181049561,0.202,0.382,0.416,0.10244733,0.469982835
380,0.242553722,0.331917282,0.096250539,0.149113704,0.020491769,0.707,0.259,0.034,0.159672985,0.670062725
381,0.157022936,0.146074285,0.256331821,0.102172671,0.22379648,0.395,0.418,0.187,0.114601808,0.274347943
382,0.263350724,0.027026064,0.415584413,0.066623244,0.189717308,0.284,0.267,0.449,0.037698246,0.249859825
383,0.697244599,0.06487222,0.033256444,0.069910993,0.054343527,0.795,0.178,0.027,0.080372217,0.569882584
384,0.156308646,0.05428934,0.148507785,0.189151685,0.096983536,0.721,0.183,0.096,0.354759007,0.545514146
385,0.045112628,0.050543858,0.48618957,0.160223954,0.235882089,0.122,0.407,0.472,0.022047901,0.4074551
386,0.474144369,0.016891724,0.096796045,0.148016953,0.066572683,0.464,0.297,0.239,0.197578226,0.518184016
387,0.574488027,0.035236009,0.156706202,0.064514125,0.053465958,0.922,0.055,0.023,0.115589679,0.332956974
388,0.406213571,0.139108909,0.086404232,0.144391855,0.058857632,0.826,0.148,0.027,0.165023802,0.603105698
389,0.235349096,0.216104986,0.091253241,0.171690547,0.104841661,0.874,0.092,0.035,0.18076047,0.625392671
390,0.531519818,0.055585016,0.095796182,0.126639723,0.033126033,0.914,0.064,0.023,0.157333229,0.504304543
391,0.095611059,0.106499913,0.320073446,0.184082588,0.209700072,0.139,0.571,0.291,0.084032922,0.407685923
392,0.370436425,0.114422244,0.157241494,0.139942901,0.07468732,0.531,0.351,0.118,0.143269616,0.587762514
393,0.231533522,0.087660904,0.139282517,0.216711849,0.110412103,0.509,0.286,0.205,0.214399104,0.614645363
394,0.354691962,0.079189198,0.118191929,0.201321662,0.086223938,0.674,0.196,0.131,0.160381312,0.463154182
395,0.176453001,0.169922655,0.130686801,0.232899801,0.061217888,0.718,0.183,0.099,0.228819854,0.689340443
396,0.168290573,0.102966455,0.238968058,0.188018777,0.088545951,0.771,0.174,0.055,0.213210187,0.307142173
397,0.209291496,0.070333715,0.21256407,0.233868381,0.130567949,0.447,0.217,0.336,0.143374389,0.424019422
398,0.594390146,0.073379344,0.071524459,0.07566834,0.060375601,0.94,0.044,0.016,0.12466211,0.482843812
399,0.57499033,0.046734253,0.088540028,0.107599386,0.034811128,0.956,0.038,0.007,0.147324876,0.488108656
400,0.243021682,0.075700038,0.086258859,0.241193922,0.020100915,0.884,0.104,0.012,0.333724585,0.814864879
401,0.614210795,0.032468943,0.066702632,0.110756652,0.045097813,0.795,0.174,0.031,0.130763164,0.479634905
402,0.240724851,0.034234318,0.288171922,0.132204289,0.191835017,0.845,0.099,0.056,0.112829604,0.396951327
403,0.304830371,0.116805899,0.214166036,0.102606033,0.202539519,0.829,0.151,0.02,0.059052142,0.545166848
404,0.290176135,0.074264727,0.110614812,0.225062496,0.047795356,0.704,0.24,0.056,0.252086474,0.718243257
405,0.470622169,0.062355186,0.130962152,0.114370975,0.111288412,0.81,0.138,0.052,0.110401108,0.630891951
406,0.614269311,0.087684205,0.022818316,0.08806746,0.017341735,0.917,0.073,0.011,0.169818974,0.666596466
407,0.210528021,0.131029616,0.121694374,0.225672354,0.090994141,0.267,0.641,0.092,0.220081494,0.570272563
408,0.233861877,0.120015474,0.165177686,0.205572186,0.085536979,0.584,0.285,0.131,0.189835799,0.578934217
409,0.235374792,0.24311331,0.068558294,0.204175888,0.037661589,0.522,0.373,0.105,0.211116126,0.699117701
410,0.446180856,0.119169697,0.062459045,0.134806815,0.055736668,0.948,0.04,0.012,0.181646919,0.666759287
411,0.375165014,0.095209874,0.147082946,0.127029427,0.15549538,0.717,0.21,0.073,0.100017359,0.556052835
412,0.471993076,0.073637099,0.135085805,0.119158076,0.095196139,0.754,0.17,0.076,0.104929806,0.474048686
413,0.288083127,0.029126268,0.052374798,0.269611996,0.061199835,0.911,0.08,0.009,0.299603977,0.647730994
414,0.230340303,0.072334255,0.175700374,0.183901397,0.110474892,0.603,0.312,0.085,0.22724878,0.68035005
415,0.220765771,0.11978461,0.113306302,0.251706952,0.069583044,0.802,0.142,0.056,0.22485332,0.559730172
416,0.386134975,0.085058604,0.15588805,0.11733343,0.156406817,0.545,0.241,0.213,0.099178124,0.546823147
417,0.17184528,0.031225021,0.07311933,0.447360474,0.035295719,0.831,0.123,0.045,0.241154176,0.537211745
418,0.136048997,0.090011523,0.144981698,0.381814255,0.102040802,0.474,0.301,0.225,0.145102725,0.567289727
419,0.52971243,0.069971213,0.075617962,0.111387619,0.068084155,0.897,0.076,0.028,0.145226621,0.583444638
420,0.183720839,0.143488839,0.303783382,0.128280195,0.163555645,0.379,0.32,0.301,0.0771711,0.389725258
421,0.237473582,0.056935245,0.293344437,0.16504715,0.165098256,0.493,0.287,0.22,0.08210133,0.470719703
422,0.249064535,0.094329044,0.097789534,0.183582969,0.061594722,0.791,0.176,0.032,0.313639196,0.550113948
423,0.317924227,0.044645732,0.152275535,0.18185291,0.15345231,0.646,0.205,0.15,0.149849287,0.502188245
424,0.171026679,0.113520284,0.128191077,0.243669209,0.097930249,0.58,0.308,0.112,0.245662502,0.580521449
425,0.108394974,0.022247719,0.21980143,0.338567787,0.167136585,0.183,0.523,0.294,0.143851506,0.414243816
426,0.241872926,0.027661848,0.19967615,0.282598262,0.117442489,0.571,0.236,0.193,0.130748326,0.51603054
427,0.418852204,0.025997032,0.035301777,0.127262203,0.022586738,0.992,0.006,0.001,0.370000047,0.560909517
428,0.291857281,0.110080887,0.228557285,0.166412548,0.080760138,0.599,0.265,0.137,0.122331861,0.540311356
429,0.373013248,0.134612926,0.117337331,0.168172926,0.063619613,0.854,0.091,0.054,0.143243956,0.485763033
430,0.376573779,0.020386282,0.160233837,0.211363187,0.077819655,0.774,0.176,0.049,0.153623261,0.412133209
431,0.183527236,0.023452887,0.126314519,0.349753145,0.07284669,0.348,0.572,0.08,0.244105523,0.711321994
432,0.440129367,0.098398931,0.088053451,0.148080942,0.081453211,0.822,0.126,0.051,0.143884097,0.644159037
433,0.266757174,0.063617544,0.179383756,0.186141516,0.128708833,0.619,0.3,0.082,0.175391178,0.524659634
434,0.258488735,0.10470215,0.146484269,0.126798338,0.120304372,0.134,0.625,0.241,0.243222137,0.708629841
435,0.167037424,0.141824421,0.186136175,0.27057689,0.070322521,0.44,0.416,0.145,0.164102568,0.581472962
436,0.126527721,0.151317677,0.174096561,0.271144444,0.070312696,0.266,0.433,0.301,0.206600903,0.584817484
437,0.457116715,0.078958212,0.073538599,0.155737099,0.048057031,0.937,0.046,0.017,0.186592344,0.606299507
438,0.176289684,0.160723866,0.230135471,0.196445654,0.062209575,0.487,0.325,0.188,0.174195749,0.610323584
439,0.230226857,0.120665049,0.162842184,0.22871166,0.092619889,0.34,0.431,0.229,0.164934361,0.575452108
440,0.267135951,0.019243482,0.318406533,0.096110225,0.249292057,0.157,0.512,0.331,0.049811752,0.294085823
441,0.268127923,0.148417765,0.139053937,0.117453855,0.097966702,0.677,0.299,0.024,0.228979819,0.57031166
442,0.395022696,0.042440879,0.130728054,0.166887342,0.099658356,0.706,0.244,0.05,0.165262672,0.348330997
443,0.179704841,0.041178392,0.071598798,0.210236343,0.287642011,0.797,0.179,0.024,0.209639614,0.334575049
444,0.088203416,0.024436744,0.15579261,0.055668722,0.608379752,0.305,0.428,0.267,0.067518756,0.18916427
445,0.167021817,0.033099668,0.131561294,0.213934864,0.11751349,0.507,0.314,0.179,0.336868868,0.418132943
446,0.126811077,0.070719527,0.147840145,0.266818548,0.207703923,0.25,0.655,0.095,0.180106779,0.662613232
447,0.26434635,0.130923768,0.151928093,0.211117824,0.103887865,0.176,0.583,0.241,0.137796101,0.533183683
448,0.324016451,0.029643193,0.128118506,0.209107851,0.145111773,0.077,0.814,0.109,0.164002226,0.501276058
449,0.466179616,0.096659131,0.122572057,0.106393016,0.127890156,0.429,0.33,0.242,0.080306025,0.388033056
450,0.242106434,0.091075535,0.103619275,0.221678306,0.073211349,0.521,0.292,0.187,0.268309101,0.613134404
451,0.736888936,0.017072563,0.03281978,0.094045603,0.019159942,0.956,0.04,0.005,0.100013177,0.4700151
452,0.195024877,0.056419969,0.28066403,0.13407435,0.254917753,0.436,0.372,0.193,0.07889902,0.521534263
453,0.283044081,0.207321899,0.0768949,0.149724717,0.063311155,0.717,0.201,0.081,0.219703249,0.660479637
454,0.14223993,0,0.295927798,0.15537664,0.285617076,0.131,0.591,0.278,0.120838556,0.358832877
455,0.745359798,0.020938609,0.020127024,0.087393839,0.013114012,0.967,0.032,0.002,0.113066718,0.31185603
456,0.628613854,0.012004535,0.151587987,0.081209904,0.055519953,0.528,0.239,0.233,0.071063767,0.261603216
457,0.297548809,0.126668038,0.046939467,0.124246336,0.082810017,0.851,0.134,0.015,0.321787333,0.695003448
458,0.325019712,0.235282721,0.079879634,0.160552206,0.056610005,0.867,0.111,0.022,0.142655722,0.569727727
459,0.543525159,0.048467059,0.059497192,0.130595131,0.072263091,0.617,0.26,0.123,0.145652369,0.656417949
460,0.081931542,0.025166152,0.239127679,0.19810239,0.373223965,0.145,0.33,0.525,0.082448272,0.37185027
461,0.377088384,0.128035583,0.099397215,0.141011027,0.065728846,0.833,0.121,0.046,0.188738945,0.646245132
462,0.06590817,0.032915254,0.096539786,0.417342647,0.080139387,0.326,0.529,0.145,0.307154756,0.384688086
463,0.096961593,0.177721697,0.220819217,0.169818878,0.121215391,0.205,0.567,0.228,0.213463224,0.400458623
464,0.285001993,0.049975124,0.215162379,0.196022988,0.136395988,0.225,0.442,0.332,0.117441529,0.38608488
465,0.360717907,0.047379431,0.206240506,0.115679093,0.18527108,0.514,0.324,0.161,0.084711983,0.596776305
466,0.205457643,0.100888759,0.122126732,0.219050489,0.120602222,0.771,0.177,0.052,0.231874155,0.687888812
467,0.299731625,0.091152839,0.174266086,0.206900003,0.068042807,0.372,0.398,0.23,0.15990664,0.479845324
468,0.353216422,0.151411006,0.086883786,0.163377579,0.055305151,0.611,0.298,0.091,0.189806057,0.616475295
469,0.15974586,0.195158701,0.206354128,0.147695098,0.16523485,0.493,0.35,0.157,0.125811363,0.449274393
470,0.179202329,0.100257325,0.227585108,0.127483637,0.236877346,0.543,0.318,0.139,0.128594255,0.491675473
471,0.438278036,0.086977354,0.107506381,0.176923877,0.052905317,0.842,0.136,0.023,0.137409034,0.492518817
472,0.394782049,0.068935169,0.12242849,0.115423569,0.118082625,0.868,0.093,0.038,0.180348098,0.564453641
473,0.141789184,0.095988102,0.208909718,0.224056508,0.09006966,0.545,0.334,0.121,0.239186828,0.396839375
474,0.263753567,0.050906748,0.22632905,0.178624452,0.152270058,0.506,0.25,0.244,0.128116126,0.463878793
475,0.123389485,0.28981418,0.193140363,0.22036388,0.048650599,0.489,0.372,0.139,0.124641493,0.53263419
476,0.793972769,0.054897976,0.02255433,0.038553469,0.018349545,0.941,0.056,0.003,0.071671911,0.51891194
477,0.277348531,0.251235579,0.062732988,0.168208743,0.043688702,0.9,0.087,0.014,0.196785457,0.646846243
478,0.41634794,0.155650177,0.118960348,0.095462283,0.030828132,0.89,0.085,0.025,0.182751121,0.677663107
479,0.21686242,0.066749144,0.200588619,0.212025883,0.157591437,0.132,0.554,0.314,0.146182498,0.390511726
480,0.20810286,0.051177717,0.037395753,0.194600531,0.034145872,0.825,0.16,0.015,0.474577268,0.653190956
481,0.261338568,0.110962174,0.146499566,0.161231821,0.158913085,0.24,0.349,0.411,0.161054787,0.748168469
482,0.156647744,0.030809626,0.274770423,0.1453299,0.30551636,0.083,0.308,0.609,0.086925948,0.506916345
483,0.154259381,0.119484003,0.107029037,0.279281078,0.094693131,0.575,0.369,0.056,0.24525337,0.626276507
484,0.130613867,0.031781163,0.316370018,0.159427078,0.280886084,0.047,0.373,0.58,0.08092179,0.287485029
485,0.475250921,0.162943746,0.042692626,0.125167343,0.029561007,0.857,0.122,0.021,0.164384357,0.582627345
486,0.43429211,0.128831056,0.036852423,0.121319918,0.010720014,0.932,0.062,0.006,0.267984479,0.738958461
487,0.232798886,0.072224655,0.304108108,0.086835081,0.247477766,0.261,0.581,0.158,0.056555504,0.300302888
488,0.301038143,0.149521212,0.090526894,0.164284506,0.064400807,0.736,0.238,0.026,0.230228439,0.728408058
489,0.112588783,0.150224128,0.144149585,0.384381759,0.033516541,0.284,0.67,0.045,0.175139204,0.50328206
490,0.412081495,0.118233858,0.137825595,0.149979891,0.076853885,0.755,0.196,0.048,0.105025277,0.481263467
491,0.563334249,0.034989022,0.032394523,0.149103802,0.029052911,0.897,0.094,0.01,0.191125492,0.587327578
492,0.350216678,0.112138,0.197299693,0.100449079,0.126108476,0.818,0.111,0.071,0.113788074,0.451390827
493,0.131002622,0.051795912,0.295603542,0.233377618,0.202206484,0.341,0.469,0.19,0.086013822,0.548980279
494,0.340170759,0.034294221,0.089185715,0.137876551,0.042917838,0.881,0.099,0.021,0.355554916,0.4119708
495,0.256559873,0.124044973,0.049298417,0.197920466,0.037301956,0.903,0.09,0.007,0.334874316,0.690912538
496,0.209615964,0.224396262,0.119423659,0.170137807,0.118635764,0.367,0.483,0.15,0.157790544,0.659059886
497,0.373988414,0.08090621,0.064712653,0.150483654,0.035124256,0.943,0.047,0.01,0.294784813,0.703887237
498,0.269296198,0.095944767,0.08651381,0.185856085,0.062432015,0.546,0.397,0.057,0.299957125,0.619987461
